word,kana,level,topic
哀れ,あわれ,N3,様子
暗記,あんき,N3,学校
安定,あんてい,N3,仕事
あんなに,あんなに,N3,副詞
あんまり,あんまり,N3,副詞
委員,いいん,N3,学校
生き物,いきもの,N3,自然
いけない,いけない,N3,社会
意地悪,いじわる,N3,人
泉,いずみ,N3,自然
板,いた,N3,家
偉大,いだい,N3,社会
抱く,いだく,N3,様子
いたずら,いたずら,N3,家
痛み,いたみ,N3,体
一時,いちじ,N3,時間
いつか,いつか,N3,時間
一家,いっか,N3,家
一種,いっしゅ,N3,学校
一瞬,いっしゅん,N3,時間
一生,いっしょう,N3,社会
一体,いったい,N3,副詞
いつでも,いつでも,N3,時間
一般,いっぱん,N3,社会
いつまでも,いつまでも,N3,時間
移動,いどう,N3,動作
従兄弟,いとこ,N3,家
従姉妹,いとこ,N3,家
稲,いね,N3,自然
居眠り,いねむり,N3,交通
命,いのち,N3,社会
違反,いはん,N3,社会
衣服,いふく,N3,買い物
今に,いまに,N3,時間
否,いや,N3,あいさつ
以来,いらい,N3,時間
依頼,いらい,N3,仕事
いらいら,いらいら,N3,様子
いらっしゃい,いらっしゃい,N3,あいさつ
祝い,いわい,N3,あいさつ
言わば,いわば,N3,副詞
いわゆる,いわゆる,N3,社会
インク,インク,N3,仕事
印刷,いんさつ,N3,仕事
引退,いんたい,N3,仕事
ウイスキー,ウイスキー,N3,食べ物
うがい,うがい,N3,体
動かす,うごかす,N3,家
兎,うさぎ,N3,自然
失う,うしなう,N3,様子
うなる,うなる,N3,自然
奪う,うばう,N3,仕事
生まれ,うまれ,N3,人
梅,うめ,N3,自然
裏切る,うらぎる,N3,人
運転,うんてん,N3,交通
永遠,えいえん,N3,時間
笑顔,えがお,N3,人
餌,えさ,N3,自然
演技,えんぎ,N3,趣味
エンジン,エンジン,N3,交通
演説,えんぜつ,N3,社会
老い,おい,N3,体
王様,おうさま,N3,趣味
王子,おうじ,N3,趣味
横断,おうだん,N3,交通
終える,おえる,N3,仕事
大いに,おおいに,N3,副詞
丘,おか,N3,自然
沖,おき,N3,自然
幼い,おさない,N3,家
お辞儀,おじぎ,N3,あいさつ
お洒落,おしゃれ,N3,買い物
お喋り,おしゃべり,N3,人
恐れる,おそれる,N3,様子
お互い,おたがい,N3,人
穏やか,おだやか,N3,自然
男の人,おとこのひと,N3,人
鬼,おに,N3,社会
帯,おび,N3,買い物
お昼,おひる,N3,食べ物
溺れる,おぼれる,N3,自然
お前,おまえ,N3,人
おめでとう,おめでとう,N3,あいさつ
お目に掛かる,おめにかかる,N3,あいさつ
思わず,おもわず,N3,様子
泳ぎ,およぎ,N3,趣味
及ぼす,およぼす,N3,社会
下ろす,おろす,N3,家
降ろす,おろす,N3,交通
卸す,おろす,N3,仕事
温暖,おんだん,N3,自然
害,がい,N3,体
会計,かいけい,N3,買い物
会合,かいごう,N3,仕事
外交,がいこう,N3,社会
開始,かいし,N3,仕事
解釈,かいしゃく,N3,社会
外出,がいしゅつ,N3,仕事
画家,がか,N3,趣味
学,がく,N3,学校
額,がく,N3,買い物
学者,がくしゃ,N3,学校
学習,がくしゅう,N3,学校
確認,かくにん,N3,仕事
学問,がくもん,N3,学校
加減,かげん,N3,家
籠,かご,N3,買い物
囲む,かこむ,N3,仕事
火災,かさい,N3,社会
貸し,かし,N3,人
菓子,かし,N3,食べ物
歌手,かしゅ,N3,趣味
方々,かたがた,N3,あいさつ
刀,かたな,N3,趣味
語る,かたる,N3,人
がっかり,がっかり,N3,様子
活気,かっき,N3,街
活用,かつよう,N3,学校
悲しむ,かなしむ,N3,様子
髪の毛,かみのけ,N3,体
科目,かもく,N3,学校
かもしれない,かもしれない,N3,自然
刈る,かる,N3,家
可愛そう,かわいそう,N3,自然
可愛らしい,かわいらしい,N3,買い物
考え,かんがえ,N3,仕事
感謝,かんしゃ,N3,あいさつ
患者,かんじゃ,N3,体
完成,かんせい,N3,仕事
関連,かんれん,N3,仕事
議会,ぎかい,N3,社会
岸,きし,N3,自然
技師,ぎし,N3,仕事
帰宅,きたく,N3,家
貴重,きちょう,N3,仕事
議長,ぎちょう,N3,社会
きつい,きつい,N3,買い物
気に入る,きにいる,N3,買い物
気の毒,きのどく,N3,人
決まり,きまり,N3,仕事
奇妙,きみょう,N3,様子
キャプテン,キャプテン,N3,趣味
キャンプ,キャンプ,N3,趣味
吸収,きゅうしゅう,N3,体
器用,きよう,N3,人
競技,きょうぎ,N3,趣味
行儀,ぎょうぎ,N3,社会
強調,きょうちょう,N3,仕事
共通,きょうつう,N3,人
共同,きょうどう,N3,仕事
恐怖,きょうふ,N3,様子
局,きょく,N3,趣味
巨大,きょだい,N3,街
嫌う,きらう,N3,人
切れる,きれる,N3,家
銀,ぎん,N3,家
禁煙,きんえん,N3,社会
金銭,きんせん,N3,仕事
緊張,きんちょう,N3,様子
金融,きんゆう,N3,仕事
句,く,N3,学校
食う,くう,N3,食べ物
偶然,ぐうぜん,N3,副詞
臭い,くさい,N3,家
鎖,くさり,N3,家
癖,くせ,N3,体
管,くだ,N3,仕事
具体,ぐたい,N3,仕事
下り,くだり,N3,交通
苦痛,くつう,N3,体
ぐっすり,ぐっすり,N3,体
区別,くべつ,N3,学校
組,くみ,N3,学校
組合,くみあい,N3,仕事
悔しい,くやしい,N3,趣味
クラシック,クラシック,N3,趣味
グラス,グラス,N3,家
グランド,グランド,N3,学校
クリーム,クリーム,N3,体
繰り返す,くりかえす,N3,仕事
クリスマス,クリスマス,N3,社会
狂う,くるう,N3,家
苦しい,くるしい,N3,体
苦しむ,くるしむ,N3,体
暮れ,くれ,N3,時間
訓,くん,N3,学校
軍隊,ぐんたい,N3,社会
警告,けいこく,N3,仕事
計算,けいさん,N3,仕事
掲示,けいじ,N3,学校
刑事,けいじ,N3,社会
経由,けいゆ,N3,交通
ゲーム,ゲーム,N3,趣味
劇,げき,N3,趣味
劇場,げきじょう,N3,街
化粧,けしょう,N3,買い物
けち,けち,N3,人
血液,けつえき,N3,体
決心,けっしん,N3,仕事
欠席,けっせき,N3,学校
蹴る,ける,N3,趣味
見解,けんかい,N3,仕事
現状,げんじょう,N3,仕事
建設,けんせつ,N3,街
建築,けんちく,N3,趣味
見当,けんとう,N3,仕事
検討,けんとう,N3,仕事
憲法,けんぽう,N3,社会
豪華,ごうか,N3,食べ物
合格,ごうかく,N3,学校
光景,こうけい,N3,様子
攻撃,こうげき,N3,趣味
交際,こうさい,N3,人
高速,こうそく,N3,交通
強盗,ごうとう,N3,社会
幸福,こうふく,N3,家
候補,こうほ,N3,社会
考慮,こうりょ,N3,仕事
コーチ,コーチ,N3,趣味
ゴール,ゴール,N3,趣味
誤解,ごかい,N3,人
語学,ごがく,N3,学校
極,ごく,N3,副詞
国語,こくご,N3,学校
黒板,こくばん,N3,学校
克服,こくふく,N3,学校
国民,こくみん,N3,社会
穀物,こくもつ,N3,食べ物
腰,こし,N3,体
国家,こっか,N3,社会
国会,こっかい,N3,社会
国境,こっきょう,N3,社会
骨折,こっせつ,N3,体
異なる,ことなる,N3,仕事
諺,ことわざ,N3,学校
好み,このみ,N3,食べ物
こぼす,こぼす,N3,家
こぼれる,こぼれる,N3,家
小屋,こや,N3,自然
これら,これら,N3,指示
殺す,ころす,N3,動作
今回,こんかい,N3,時間
こんなに,こんなに,N3,副詞
困難,こんなん,N3,仕事
婚約,こんやく,N3,家
混乱,こんらん,N3,交通
財産,ざいさん,N3,社会
最終,さいしゅう,N3,交通
才能,さいのう,N3,趣味
幸い,さいわい,N3,様子
サイン,サイン,N3,仕事
境,さかい,N3,位置
逆らう,さからう,N3,動作
盛り,さかり,N3,自然
作物,さくもつ,N3,自然
桜,さくら,N3,自然
作家,さっか,N3,趣味
作曲,さっきょく,N3,趣味
ざっと,ざっと,N3,副詞
さっぱり,さっぱり,N3,体
さて,さて,N3,接続詞
砂漠,さばく,N3,自然
差別,さべつ,N3,社会
ママ,ママ,N3,家
丸,まる,N3,学校
まるで,まるで,N3,副詞
見送り,みおくり,N3,交通
密,みつ,N3,仕事
都,みやこ,N3,社会
妙,みょう,N3,様子
無,む,N3,様子
向かい,むかい,N3,位置
向ける,むける,N3,趣味
虫歯,むしば,N3,体
夢中,むちゅう,N3,趣味
明確,めいかく,N3,仕事
名人,めいじん,N3,食べ物
目上,めうえ,N3,社会
飯,めし,N3,食べ物
メモ,メモ,N3,仕事
面,めん,N3,仕事
綿,めん,N3,買い物
申し訳,もうしわけ,N3,あいさつ
毛布,もうふ,N3,家
もしかすると,もしかすると,N3,副詞
持ち上げる,もちあげる,N3,動作
用いる,もちいる,N3,仕事
基づく,もとづく,N3,仕事
物音,ものおと,N3,家
物事,ものごと,N3,仕事
訳す,やくす,N3,学校
やや,やや,N3,副詞
唯一,ゆいいつ,N3,仕事
勇気,ゆうき,N3,様子
優秀,ゆうしゅう,N3,学校
友情,ゆうじょう,N3,人
有能,ゆうのう,N3,仕事
ユーモア,ユーモア,N3,人
有利,ゆうり,N3,仕事
夜明け,よあけ,N3,時間
酔う,よう,N3,食べ物
要素,ようそ,N3,仕事
曜日,ようび,N3,時間
ヨーロッパ,ヨーロッパ,N3,社会
予期,よき,N3,仕事
横切る,よこぎる,N3,交通
止す,よす,N3,人
予測,よそく,N3,仕事
ヨット,ヨット,N3,趣味
夜中,よなか,N3,時間
世の中,よのなか,N3,社会
余分,よぶん,N3,交通
読み,よみ,N3,学校
嫁,よめ,N3,家
よろしく,よろしく,N3,あいさつ
四,よん,N3,数
来,らい,N3,時間
ライター,ライター,N3,持ち物
ラケット,ラケット,N3,趣味
理解,りかい,N3,学校
陸,りく,N3,自然
利口,りこう,N3,家
離婚,りこん,N3,家
留学,りゅうがく,N3,学校
列,れつ,N3,街
列車,れっしゃ,N3,交通
連想,れんそう,N3,様子
連続,れんぞく,N3,時間
老人,ろうじん,N3,人
ロケット,ロケット,N3,社会
論じる,ろんじる,N3,仕事
論争,ろんそう,N3,社会
ワイン,ワイン,N3,食べ物
脇,わき,N3,交通
笑い,わらい,N3,人
悪口,わるくち,N3,人
我々,われわれ,N3,人
湾,わん,N3,自然
椀,わん,N3,家
アップ,アップ,N3,仕事
宛てる,あてる,N3,仕事
医院,いいん,N3,体
怒り,いかり,N3,様子
一帯,いったい,N3,位置
異動,いどう,N3,仕事
渦,うず,N3,自然
尾,お,N3,自然
遅れ,おくれ,N3,交通
教え,おしえ,N3,学校
学歴,がくれき,N3,仕事
片付け,かたづけ,N3,家
借り,かり,N3,人
狩り,かり,N3,趣味
癌,がん,N3,体
歓声,かんせい,N3,趣味
協議,きょうぎ,N3,仕事
協調,きょうちょう,N3,仕事
苦,く,N3,人
携帯,けいたい,N3,持ち物
形態,けいたい,N3,仕事
拘束,こうそく,N3,仕事
降伏,こうふく,N3,社会
興奮,こうふん,N3,趣味
語句,ごく,N3,学校
ことによると,ことによると,N3,社会
コンテスト,コンテスト,N3,趣味
採集,さいしゅう,N3,趣味
絶滅,ぜつめつ,N3,自然
善,ぜん,N3,社会
全,ぜん,N3,仕事
全国,ぜんこく,N3,社会
先日,せんじつ,N3,あいさつ
前者,ぜんしゃ,N3,仕事
センター,センター,N3,街
全体,ぜんたい,N3,仕事
象,ぞう,N3,自然
相続,そうぞく,N3,社会
装置,そうち,N3,仕事
速度,そくど,N3,交通
そっくり,そっくり,N3,家
そっと,そっと,N3,動作
袖,そで,N3,買い物
そのうえ,そのうえ,N3,接続詞
そのまま,そのまま,N3,仕事
ソファー,ソファー,N3,家
粗末,そまつ,N3,社会
それと,それと,N3,接続詞
それとも,それとも,N3,接続詞
損害,そんがい,N3,社会
尊敬,そんけい,N3,人
尊重,そんちょう,N3,社会
田,た,N3,自然
他,た,N3,仕事
体育,たいいく,N3,学校
大会,たいかい,N3,趣味
大気,たいき,N3,自然
滞在,たいざい,N3,交通
大使,たいし,N3,社会
体重,たいじゅう,N3,体
大臣,だいじん,N3,社会
対する,たいする,N3,仕事
大戦,たいせん,N3,社会
大統領,だいとうりょう,N3,社会
大半,たいはん,N3,社会
大部分,だいぶぶん,N3,仕事
タイプライター,タイプライター,N3,仕事
逮捕,たいほ,N3,社会
ダイヤ,ダイヤ,N3,交通
代理,だいり,N3,仕事
大陸,たいりく,N3,社会
だが,だが,N3,接続詞
互い,たがい,N3,人
宝,たから,N3,家
だけど,だけど,N3,接続詞
助かる,たすかる,N3,仕事
只,ただ,N3,副詞
戦い,たたかい,N3,社会
立ち上がる,たちあがる,N3,動作
達する,たっする,N3,仕事
だって,だって,N3,接続詞
たっぷり,たっぷり,N3,副詞
谷,たに,N3,自然
束,たば,N3,買い物
たびたび,たびたび,N3,副詞
玉,たま,N3,家
弾,たま,N3,社会
騙す,だます,N3,社会
偶々,たまたま,N3,副詞
たまらない,たまらない,N3,自然
試し,ためし,N3,仕事
便り,たより,N3,人
頼る,たよる,N3,仕事
男子,だんし,N3,趣味
単純,たんじゅん,N3,仕事
ダンス,ダンス,N3,趣味
団体,だんたい,N3,社会
単なる,たんなる,N3,社会
単に,たんに,N3,副詞
地位,ちい,N3,仕事
知恵,ちえ,N3,仕事
地下,ちか,N3,街
違い,ちがい,N3,学校
違いない,ちがいない,N3,様子
近頃,ちかごろ,N3,時間
地区,ちく,N3,街
遅刻,ちこく,N3,仕事
知事,ちじ,N3,社会
父親,ちちおや,N3,家
知能,ちのう,N3,学校
地平線,ちへいせん,N3,自然
茶,ちゃ,N3,食べ物
注,ちゅう,N3,学校
中学,ちゅうがく,N3,学校
昼食,ちゅうしょく,N3,食べ物
中心,ちゅうしん,N3,街
長期,ちょうき,N3,仕事
頂上,ちょうじょう,N3,自然
ちょうだい,ちょうだい,N3,あいさつ
散らす,ちらす,N3,食べ物
通学,つうがく,N3,学校
通行,つうこう,N3,交通
通じる,つうじる,N3,交通
捕まる,つかまる,N3,社会
掴む,つかむ,N3,動作
土,つち,N3,自然
続き,つづき,N3,趣味
包み,つつみ,N3,買い物
勤め,つとめ,N3,仕事
務め,つとめ,N3,仕事
繋げる,つなげる,N3,仕事
常に,つねに,N3,副詞
翼,つばさ,N3,自然
罪,つみ,N3,社会
釣り,つり,N3,趣味
連れ,つれ,N3,人
出,で,N3,人
出会い,であい,N3,人
出会う,であう,N3,人
定期,ていき,N3,交通
抵抗,ていこう,N3,社会
停留所,ていりゅうじょ,N3,交通
デート,デート,N3,人
出来事,できごと,N3,社会
適度,てきど,N3,体
適用,てきよう,N3,社会
手品,てじな,N3,趣味
ですから,ですから,N3,接続詞
鉄,てつ,N3,仕事
哲学,てつがく,N3,学校
徹底,てってい,N3,仕事
鉄道,てつどう,N3,交通
徹夜,てつや,N3,仕事
デモ,デモ,N3,社会
典型,てんけい,N3,学校
電子,でんし,N3,仕事
テント,テント,N3,趣味
天然,てんねん,N3,自然
問い,とい,N3,学校
答案,とうあん,N3,学校
同一,どういつ,N3,仕事
銅貨,どうか,N3,趣味
動詞,どうし,N3,学校
同時,どうじ,N3,時間
どうぞよろしく,どうぞよろしく,N3,あいさつ
道徳,どうとく,N3,学校
同様,どうよう,N3,仕事
童謡,どうよう,N3,趣味
通す,とおす,N3,家
溶く,とく,N3,食べ物
退く,どく,N3,動作
毒,どく,N3,自然
独身,どくしん,N3,人
独特,どくとく,N3,食べ物
どこか,どこか,N3,位置
登山,とざん,N3,趣味
都市,とし,N3,街
年月,としつき,N3,時間
図書,としょ,N3,学校
途端,とたん,N3,時間
土地,とち,N3,社会
突然,とつぜん,N3,副詞
飛ばす,とばす,N3,学校
飛び出す,とびだす,N3,交通
友,とも,N3,人
虎,とら,N3,自然
ドライブ,ドライブ,N3,趣味
トラック,トラック,N3,交通
ドラマ,ドラマ,N3,趣味
トランプ,トランプ,N3,趣味
トレーニング,トレーニング,N3,趣味
ドレス,ドレス,N3,買い物
取れる,とれる,N3,買い物
トン,トン,N3,仕事
とんでもない,とんでもない,N3,あいさつ
どんなに,どんなに,N3,副詞
トンネル,トンネル,N3,交通
名,な,N3,人
半ば,なかば,N3,時間
流れ,ながれ,N3,自然
亡くす,なくす,N3,家
無し,なし,N3,仕事
謎,なぞ,N3,社会
納得,なっとく,N3,仕事
何か,なにか,N3,疑問詞
なにも,なにも,N3,副詞
怠ける,なまける,N3,趣味
涙,なみだ,N3,体
縄,なわ,N3,仕事
何で,なんで,N3,疑問詞
何でも,なんでも,N3,副詞
似合う,にあう,N3,買い物
日常,にちじょう,N3,学校
日中,にっちゅう,N3,時間
にっこり,にっこり,N3,人
布,ぬの,N3,買い物
濡らす,ぬらす,N3,自然
願い,ねがい,N3,人
願う,ねがう,N3,人
鼠,ねずみ,N3,自然
熱帯,ねったい,N3,自然
年間,ねんかん,N3,仕事
年中,ねんじゅう,N3,買い物
能,のう,N3,仕事
農家,のうか,N3,食べ物
農民,のうみん,N3,社会
ノー,ノー,N3,あいさつ
軒,のき,N3,家
残り,のこり,N3,仕事
乗せる,のせる,N3,交通
載せる,のせる,N3,仕事
望み,のぞみ,N3,様子
望む,のぞむ,N3,仕事
ノック,ノック,N3,あいさつ
はあ,はあ,N3,あいさつ
バイオリン,バイオリン,N3,趣味
ハイキング,ハイキング,N3,趣味
パイプ,パイプ,N3,仕事
俳優,はいゆう,N3,趣味
パイロット,パイロット,N3,仕事
生える,はえる,N3,自然
墓,はか,N3,社会
馬鹿,ばか,N3,人
博士,はかせ,N3,学校
莫大,ばくだい,N3,仕事
爆発,ばくはつ,N3,社会
博物館,はくぶつかん,N3,趣味
破産,はさん,N3,仕事
始まり,はじまり,N3,様子
パス,パス,N3,趣味
パスポート,パスポート,N3,交通
旗,はた,N3,社会
裸,はだか,N3,体
バッグ,バッグ,N3,買い物
発行,はっこう,N3,仕事
発車,はっしゃ,N3,交通
発射,はっしゃ,N3,社会
罰する,ばっする,N3,社会
母親,ははおや,N3,家
流行る,はやる,N3,趣味
反抗,はんこう,N3,家
ハンサム,ハンサム,N3,人
犯人,はんにん,N3,社会
ピクニック,ピクニック,N3,趣味
悲劇,ひげき,N3,社会
飛行,ひこう,N3,交通
非常,ひじょう,N3,社会
美人,びじん,N3,人
日付,ひづけ,N3,仕事
必死,ひっし,N3,動作
否定,ひてい,N3,社会
ビデオ,ビデオ,N3,仕事
一言,ひとこと,N3,あいさつ
人込み,ひとごみ,N3,街
